Business Name,Phone,Email,Website,City,ZIP,Google Category,Rating,Reviews,Source Search,Qualification Status,Qualification Reason,Service Type,Confidence,Primary Region,City/Location Note,Ownership Type,Ownership Confidence,Ownership Notes,Outreach Priority,Priority Reason,Data Status,Google Maps URL
Green Mountain Movers,(719) 680-1538,aaron@greenmtnmovers.com,https://greenmtnmovers.com/,Lakewood,80215,Waste management service,5,240,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Denver Metro,Lakewood,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Green%20Mountain%20Movers\&query\_place\_id=ChIJFZy8ewoM1akR4M6J3T\_dJyI
Junk-A-Roos Junk Removal,(720) 967-7783,junkaroos1@gmail.com,https://thejunkaroos.com/,Lakewood,80226,Junk removal service,5,360,Roll Off Dumpster Rental,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Denver Metro,Lakewood,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Junk-A-Roos%20Junk%20Removal\&query\_place\_id=ChIJg\_FFIOCyFw8RQIc72dMG-oM
Leadville Snowy Peaks,(719) 486-5195,snowypeaks80461@gmail.com,http://www.leadvillesnowypeaks.com/,Leadville,80461,Garbage collection service,5,4,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,Mountain Towns/High Country,Leadville,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Leadville%20Snowy%20Peaks\&query\_place\_id=ChIJDV\_YEUORaocRjbTS9w-3cAQ
Priority Junk Removal,(720) 451-1359,priorityjunkremoval@gmail.com,https://priorityjunkremovals.com/,Littleton,80120,Waste management service,5,189,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Denver Metro,Littleton,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Priority%20Junk%20Removal\&query\_place\_id=ChIJ62GKXNyBbIcRus3Bo4j6P9M
Dumpster Dan,(970) 812-3871,danshillcox@gmail.com,https://dumpstersdan.com/,Loma,81524,Dumpster rental service,5,137,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Dumpster%20Dan\&query\_place\_id=ChIJjQq4\_rf5RocRgo5t0vcFAFw
Bin There Dump That,(303) 529-1335,boulderco@bintheredumpthat.com,https://www.bintheredumpthat.com/boulder-dumpster-rentals/service-areas/longmont/?utm\_source=google\&utm\_medium=landing-page\&utm\_campaign=gmb-boulder,Longmont,80501,Dumpster rental service,5,607,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,Northern Colorado,Longmont,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bin%20There%20Dump%20That\&query\_place\_id=ChIJs4pPHsX7a4cRx99sL6vBdeU
City of Longmont Recycling Center,(303) 651-8416,HRsupport@longmontcolorado.gov; levi.brown@longmontcolorado.gov; building.inspection@longmontcolorado.gov; code.enforcement@longmontcolorado.gov; Community.Neighborhood@longmontcolorado.gov; service.works@longmontcolorado.gov; hci@longmontcolorado.gov; longmont.library@longmontcolorado.gov; LHAinfo@longmontcolorado.gov; LPC@longmontcolorado.gov; court@longmontcolorado.gov; museum@longmontcolorado.gov; CustomerService@mynextlight.com; Support@mynextlight.com; longmont.planning@longmontcolorado.gov; PIO@longmontcolorado.gov; public.safety@longmontcolorado.gov; purchasing@longmontcolorado.gov; recsupport@longmontcolorado.gov; senior@longmontcolorado.gov; sustainability@longmontcolorado.gov; sbp@longmontcolorado.gov; utility.billing@longmontcolorado.gov,http://www.longmontcolorado.gov/departments/departments-n-z/waste-services-compost-recycle-trash/longmont-recycling-center,Longmont,80501,Recycling center,4.5,75,Roll Off Dumpster Rental,Not Qualified,Business name indicates non-dumpster service,N/A,High,Northern Colorado,Longmont,Regional Independent,Medium,Regional branding in domain name,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=City%20of%20Longmont%20Recycling%20Center\&query\_place\_id=ChIJrUi5eab5a4cRrj6x-AgNIR8
Bin There Dump That Dumpster Rental Loveland,(970) 599-7655,fortcollins@bintheredumpthat.com,https://www.bintheredumpthat.com/fort-collins-northern-colorado-dumpster-rentals/service-areas/loveland/?utm\_source=google\&utm\_medium=gmb-fort-collins-loveland\&utm\_campaign=landing-page,Loveland,80537,Waste management service,5,13,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,Northern Colorado,Loveland,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bin%20There%20Dump%20That%20Dumpster%20Rental%20Loveland\&query\_place\_id=ChIJ--zqjalTaYcRPiUYS1BLfMs
Blue Tree Resources Excavation & Demolition,(970) 685-2038,bluetreeres@gmail.com,http://www.bluetreeresources.com/,Loveland,80537,Waste management service,5,9,Both,Not Qualified,Business name indicates non-dumpster service,N/A,High,Northern Colorado,Loveland,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Blue%20Tree%20Resources%20Excavation%20%26%20Demolition\&query\_place\_id=ChIJtfYlFW6l6YcRwmDijr8jFh8
City Of Loveland Solid Waste Division,(970) 962-2529,PublicWorksInfo@cityofloveland.org; Ben.Reiter@cityofloveland.org; Illianna.Milldrum@cityofloveland.org,http://www.cityofloveland.org/solidwaste,Loveland,80537,Waste management service,4,12,Roll Off Dumpster Rental,Maybe,Appeared in roll-off search; name/category inconclusive,Possible Roll-Off Rental,Low,Northern Colorado,Loveland,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=City%20Of%20Loveland%20Solid%20Waste%20Division\&query\_place\_id=ChIJVfOzXMVTaYcRJllwC8Wf5KE
"City of Loveland, Recycling Center",(970) 962-2524,Ben.Reiter@cityofloveland.org; Illianna.Milldrum@cityofloveland.org,https://www.lovgov.org/services/public-works/trash-recycling/recycling-center,Loveland,80537,Recycling center,4.7,104,Roll Off Dumpster Rental,Not Qualified,Business name indicates non-dumpster service,N/A,High,Northern Colorado,Loveland,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=City%20of%20Loveland%2C%20Recycling%20Center\&query\_place\_id=ChIJ9f8JmHtTaYcRcOO-W53-c6w
Red Rhino Dumpster Rental LLC,(970) 803-7275,redrhinodr@gmail.com,https://redrhinodumpster.com/,Loveland,80538,Dumpster rental service,5,3,Commercial Dumpster Rental,Qualified,Google category: Dumpster rental service,Dumpster Rental,High,Northern Colorado,Loveland,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Red%20Rhino%20Dumpster%20Rental%20LLC\&query\_place\_id=ChIJzcMUmDVbuGcRt9pZQA1FOyo
Skyline Roll Off Services,(970) 212-7334,skylinerolloffservices@gmail.com,https://dumpster-rental-service.com/,Loveland,80537,Dumpster rental service,4.9,163,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Northern Colorado,Loveland,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Skyline%20Roll%20Off%20Services\&query\_place\_id=ChIJAb3ZoigNAaARduzhKp2tEFM
ONE WAY,(303) 823-0556,customersupport@onewaytrash.com,https://onewaytrash.com/,Lyons,80540,Waste management service,2.7,48,Roll Off Dumpster Rental,Maybe,Appeared in roll-off search; name/category inconclusive,Possible Roll-Off Rental,Low,Northern Colorado,Lyons,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=ONE%20WAY\&query\_place\_id=ChIJ-8FLU8Tha4cR8QfX79Q5me0
